2020-02-19/16:39:16		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:34		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:35		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:36		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:37		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:38		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:39		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:40		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2021-03-15/20:32:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
